airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck,target-0,target-1,target-2,target-3,target-4,target-5,target-6,target-7,target-8,target-9,instance_id
-10.742674,-15.769122,-0.9451132,-9.563644,-10.17388,-11.395452,-9.667954,-10.958093,-12.262321,-15.84354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2361
-9.632565,-12.825069,-5.0895967,-3.5730438,-7.4726906,-2.5314293,-6.2041836,-6.5108814,-11.466661,-12.005817,0.0,0.0,0.24,0.62,0.0,0.1,0.04,0.0,0.0,0.0,2362
-12.152342,-15.348604,-2.5755482,-10.983414,-10.7664995,-10.970751,-9.110356,-13.18011,-13.89841,-14.303031,0.0,0.0,0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.0,2363
-13.968203,-15.863228,-3.087391,-8.409842,-7.14749,-8.269094,-2.9165154,-11.174669,-13.489732,-15.765541,0.0,0.0,0.019607844,0.0,0.019607844,0.0,0.9607843,0.0,0.0,0.0,2364
-12.938538,-14.049232,-8.49806,-9.730909,-8.896589,-7.9684668,-11.698631,-1.875289,-13.178141,-14.416929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2365
-13.894372,-8.791964,-15.437885,-13.361527,-14.357751,-13.249947,-15.474644,-12.873548,-10.307001,-1.6174288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019607844,0.98039216,2366
-13.818864,-15.07142,-9.485252,-12.183141,-1.6428146,-10.064975,-12.025993,-9.410774,-13.903,-12.926033,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2367
-4.7888174,-10.562266,-6.3181868,-9.449529,-11.661502,-8.969726,-9.357301,-11.357049,-8.724627,-11.863815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2368
-10.701208,-0.9044981,-13.455076,-12.45386,-11.918257,-11.732237,-10.9034605,-11.585312,-11.602008,-7.8444457,0.0,0.98039216,0.0,0.0,0.0,0.0,0.0,0.0,0.019607844,0.0,2369
-0.043313026,-11.544583,-7.8785467,-12.178107,-15.050579,-12.948814,-15.701913,-13.515434,-8.142923,-12.092669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370
-14.68907,-15.270852,-7.512604,-12.525803,-0.7206354,-11.047438,-11.61607,-9.16354,-14.068603,-13.900614,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2371
-11.3904505,-14.247878,-4.1462984,-1.2021971,-9.770314,-4.598442,-7.116546,-8.901295,-11.247594,-12.749546,0.0,0.0,0.0,0.02,0.0,0.98,0.0,0.0,0.0,0.0,2372
0.21438408,-11.398903,-10.837774,-13.046995,-15.744924,-12.471364,-14.336184,-14.117225,-8.68207,-10.805439,0.9622642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773585,0.0,2373
-10.570667,-12.856549,-9.136335,-9.616408,-12.772442,-10.187401,-10.139803,-10.732031,-3.433916,-11.619694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2374
-0.14746952,-13.229238,-8.937011,-11.842301,-14.98101,-12.233036,-13.975298,-13.41221,-7.8423686,-11.755084,0.9411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05882353,0.0,2375
-14.508748,-15.001956,-10.939079,-11.313262,-12.886536,-10.960376,-13.681914,-3.3568974,-14.65434,-15.844816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2376
-11.902246,-12.862003,-4.990548,-5.45027,-6.7890124,-4.561347,-2.9588747,-6.0218863,-10.527384,-11.421808,0.0,0.0,0.0,0.12244898,0.020408163,0.020408163,0.79591835,0.040816326,0.0,0.0,2377
-11.587799,-2.94629,-12.094984,-12.4165945,-12.890583,-11.340104,-12.958497,-13.30603,-12.034245,-7.6553254,0.0,0.9591837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040816326,2378
0.027601242,-10.754937,-7.944048,-10.863347,-13.047901,-10.438744,-12.930543,-12.128276,-7.033417,-9.8119135,0.98,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,2379
-7.78578,-6.6495943,-10.196996,-11.617049,-13.402224,-11.8213625,-10.683608,-12.438121,-2.900199,-7.466391,0.0,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.92156863,0.05882353,2380
-15.047758,-16.001913,-9.033314,-10.12776,-12.275264,-2.7304516,-12.78374,-11.839815,-15.503041,-15.012705,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2381
-12.806073,-8.6147785,-15.341187,-14.258515,-15.952084,-14.035694,-16.20735,-16.189857,-12.162851,-1.8910131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2382
-10.770363,-12.889603,-3.7998495,-8.469524,-8.509743,-8.890839,-9.518814,-9.011343,-7.4907193,-11.301,0.02,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383
-16.1218,-17.51803,-12.6974535,-10.334032,-10.924643,-5.566922,-14.261339,-13.328934,-15.921499,-16.581696,0.0,0.0,0.0,0.02,0.0,0.98,0.0,0.0,0.0,0.0,2384
-14.309916,-14.795094,-8.828438,-10.772036,-0.85428333,-8.800642,-10.549658,-8.160713,-13.212463,-14.648819,0.0,0.0,0.0,0.0,0.9411765,0.0,0.0,0.039215688,0.0,0.019607844,2385
-13.388603,-14.090191,-9.184733,-8.571207,-1.9870319,-4.0300303,-10.9723,-8.3325,-13.445207,-13.912601,0.0,0.0,0.0,0.019607844,0.78431374,0.15686275,0.019607844,0.019607844,0.0,0.0,2386
-8.433509,-8.084545,-9.960271,-9.423639,-12.045925,-9.345772,-10.885098,-10.485185,-6.5730743,-2.9064274,0.0,0.0,0.0,0.0,0.01923077,0.0,0.0,0.0,0.0,0.9807692,2387
-1.9161081,-13.336322,-9.846177,-12.579706,-15.234143,-12.042476,-15.408604,-13.7373,-6.8209953,-12.627976,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2388
-16.544077,-13.862289,-9.047056,-8.644545,-12.876364,-8.601056,-0.5389042,-12.66407,-14.957773,-14.724187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2389
-11.494274,-6.6176395,-12.452232,-11.894211,-13.077485,-11.537185,-13.4684925,-12.6198015,-10.719475,-8.384632,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2390
-10.4194975,-13.618696,-1.0761242,-7.684721,-5.8794494,-6.202085,-6.195942,-8.272118,-11.222412,-13.936067,0.0,0.0,0.84615386,0.057692308,0.0,0.09615385,0.0,0.0,0.0,0.0,2391
-14.129219,-15.052104,-9.379005,-8.7749405,-12.064823,-2.0491533,-11.459534,-11.50581,-14.540152,-15.021576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2392
-13.644291,-2.9055529,-16.171276,-15.488468,-17.703117,-13.723221,-13.955509,-16.255413,-15.211536,-8.884666,0.0,0.98039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019607844,2393
-14.488584,-13.861308,-6.1120586,-9.4764595,-11.356208,-8.575541,-1.2999859,-10.60248,-14.06448,-15.201092,0.0,0.0,0.0,0.020833334,0.0,0.0,0.9791667,0.0,0.0,0.0,2394
-14.065627,-14.749762,-9.744164,-10.969043,-11.956755,-10.0549135,-14.079867,-2.2883673,-14.328292,-14.788569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2395
-9.764431,-2.6187325,-11.463962,-11.252573,-10.868174,-9.757803,-11.1782465,-12.07473,-9.977319,-6.3512645,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2396
-13.018498,-14.493376,-9.098885,-7.6278987,-11.140055,-2.4127398,-9.4021,-10.739077,-13.953566,-13.731726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2397
-8.042667,-10.794357,-8.93887,-9.422141,-11.644129,-10.30166,-8.268959,-10.596672,-3.689167,-8.308398,0.0,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.96153843,0.01923077,2398
-9.627691,-11.366319,-11.734721,-11.771922,-14.142857,-12.705396,-13.43693,-13.55015,1.3296328,-9.395988,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,2399
-10.464754,-12.381146,-12.746676,-12.155171,-14.592005,-13.420004,-12.91593,-13.899376,-11.60079,-14.088469,0.96,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400
-14.605266,-16.263985,-11.021309,-3.448905,-14.828203,-8.3380165,-10.955546,-14.079969,-13.968641,-15.758864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2401
-12.529913,-6.5189266,-16.217815,-13.574545,-14.624716,-13.304232,-16.270897,-15.639617,-10.5344715,-0.9905243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2402
-11.4279995,-13.997587,-7.749518,-9.960905,-1.1604128,-7.736,-8.554958,-9.271173,-12.038139,-12.815213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2403
-3.684,-10.99434,-6.696693,-10.792028,-12.645851,-10.599934,-12.244655,-11.903374,-6.4359784,-8.095232,0.97959185,0.0,0.020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2404
-16.106161,-14.360973,-8.166639,-9.495532,-11.853412,-9.611641,-0.57293415,-11.877047,-14.751187,-15.466064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2405
-14.086765,-14.821315,-8.541391,-9.760424,-0.21318245,-8.31275,-10.475744,-9.2244,-13.209338,-14.897139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2406
-9.973078,-7.020492,-13.031559,-12.217615,-14.491707,-12.753245,-13.466551,-14.370371,-9.949816,-2.5016308,0.0,0.01923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807692,2407
-9.257824,-12.612099,-6.408595,-6.5427027,-9.648238,-6.374143,-5.9500055,-8.125076,-10.387036,-12.133329,0.0,0.0,0.8301887,0.13207547,0.018867925,0.018867925,0.0,0.0,0.0,0.0,2408
-10.097238,-13.080906,-3.524537,-6.0037904,-1.6035128,-4.997584,-4.5064783,-6.8792124,-11.23995,-11.980269,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0,0.0,2409
-12.86973,-15.41897,-8.964399,-1.6465359,-12.608674,-7.1718984,-8.559265,-11.157385,-12.558913,-15.001799,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2410
-2.6504478,-13.43186,-10.885179,-13.335457,-14.996964,-12.055891,-13.993195,-14.518991,-11.249907,-12.139388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411
-11.11359,-12.006534,-6.8339167,-4.7079363,-10.022643,-5.723733,-3.60993,-9.125254,-9.987171,-11.663847,0.0,0.0,0.0,0.01724138,0.0,0.01724138,0.9655172,0.0,0.0,0.0,2412
-11.75458,-12.869678,-7.931091,-7.4580717,-7.689703,-7.557691,-8.373028,-8.890714,-10.996152,-12.007475,0.0,0.0,0.018867925,0.0,0.754717,0.018867925,0.20754717,0.0,0.0,0.0,2413
-14.314014,-15.909124,-10.433701,-8.440533,-12.509786,-4.557066,-11.959953,-12.82536,-14.636466,-16.028776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2414
-10.893085,-13.097117,-6.399402,-3.4006681,-5.5689187,-3.8770742,-6.5547504,-6.8335705,-11.625613,-12.307538,0.0,0.0,0.0,0.2,0.0,0.04,0.76,0.0,0.0,0.0,2415
-14.233912,-15.779675,-7.4743085,-8.354236,-10.541505,-7.6421313,-0.5576906,-10.769819,-15.246066,-15.359272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2416
-15.090725,-14.156251,-9.899202,-10.987716,-9.691839,-9.498854,-12.649426,-2.6418228,-14.772831,-15.042692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2417
-6.550032,-10.700937,-9.786408,-11.274286,-13.820107,-10.682928,-10.791645,-13.150853,-4.4788923,-9.675675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2418
-12.1561165,-13.800169,-5.333672,-5.8193045,-1.1443834,-6.9635334,-9.209045,-7.2686033,-12.196713,-13.852682,0.0,0.0,0.0,0.0,0.877551,0.040816326,0.0,0.08163265,0.0,0.0,2419
-7.1100903,-8.760111,-9.175509,-9.321855,-11.602825,-9.483816,-9.996187,-10.439657,-6.0500674,-7.3231764,0.0,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.9019608,0.078431375,2420
-10.374641,-11.447514,-11.056829,-11.548382,-15.528595,-11.872793,-13.118806,-12.092718,-2.9114494,-10.977604,0.0,0.01923077,0.0,0.0,0.01923077,0.0,0.0,0.0,0.9230769,0.03846154,2421
-13.872812,-15.883546,-8.946836,-2.3621883,-11.27655,-7.0713544,-10.381865,-10.434422,-13.870272,-14.926602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2422
-11.0524025,-14.675569,-1.4668608,-5.993954,-8.103234,-5.0062704,-5.934659,-7.531773,-11.960943,-12.980411,0.0,0.0,0.9230769,0.01923077,0.01923077,0.0,0.03846154,0.0,0.0,0.0,2423
-6.9139094,-10.083222,-8.367088,-9.629361,-12.08319,-9.695248,-9.5277605,-9.435922,-4.094079,-9.130162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2424
-8.838116,-11.088788,-9.903493,-11.070395,-12.60998,-10.55339,-12.51792,-11.0911045,-7.938584,-12.01767,0.9807692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01923077,0.0,2425
-5.2878637,-16.438381,-2.7459612,-10.731815,-10.781365,-10.130888,-9.682407,-10.586925,-10.482856,-14.9535265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426
-12.348118,-14.779823,-9.2605,-7.2416325,-9.28258,-2.0680609,-10.449621,-9.345802,-13.165424,-13.427221,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2427
-14.053268,-13.745121,-7.971379,-10.137034,-11.876309,-9.059423,-3.3845844,-11.2060585,-12.918707,-14.344967,0.0,0.0,0.019607844,0.039215688,0.0,0.019607844,0.92156863,0.0,0.0,0.0,2428
-7.3903017,-9.682035,-10.350034,-11.101287,-13.548418,-11.791768,-11.489065,-12.538032,-2.2533607,-10.866797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2429
-13.120772,-13.6367855,-8.572158,-9.407126,-7.570352,-7.460733,-11.225821,-1.1367598,-14.052013,-13.042482,0.0,0.0,0.0,0.0,0.019607844,0.0,0.0,0.98039216,0.0,0.0,2430
-8.81155,-10.905939,-9.932158,-10.369044,-12.888141,-10.998273,-12.136377,-11.495412,-0.30890083,-10.160833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2431
-9.347084,-8.882278,-12.575236,-12.892031,-14.437395,-12.549135,-13.884409,-11.601459,-7.8183417,-5.2022963,0.0,0.018867925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811321,2432
-10.6704235,-7.167014,-13.228853,-12.358251,-16.003658,-12.086494,-14.548029,-13.536165,-9.791812,-1.4362383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2433
-7.0729575,-9.344812,-8.204699,-11.101021,-12.5248375,-9.426779,-11.422161,-9.674179,-8.767254,-8.477137,0.9019608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05882353,0.039215688,2434
-10.897694,-14.641996,-5.8673244,-9.7589035,-9.597334,-9.937448,-2.9675102,-9.952614,-12.998286,-15.874194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2435
-12.841724,-13.578708,-4.071492,-7.862175,-9.088411,-7.873195,-1.0638237,-9.787237,-12.357096,-13.479638,0.0,0.0,0.0,0.0,0.01923077,0.0,0.9807692,0.0,0.0,0.0,2436
-10.429286,-12.856324,-13.159097,-14.461207,-15.509425,-14.888669,-16.231504,-15.550379,0.36066532,-9.604246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2437
-10.163265,-1.7958622,-12.571207,-10.871765,-10.340025,-10.993645,-13.364012,-9.381615,-9.647404,-5.5279274,0.01923077,0.9807692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2438
-10.531622,-1.6510859,-13.743084,-13.23063,-13.025654,-11.740142,-12.273121,-12.950428,-11.831524,-5.3481517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2439
-16.223,-15.814167,-11.612505,-12.458231,-13.445139,-11.680329,-14.8804655,-3.8780804,-15.578539,-17.306744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2440
-13.681519,-14.582214,-7.9562654,-9.094039,-1.2201118,-9.35261,-11.166486,-10.488816,-13.564078,-13.373773,0.0,0.0,0.0,0.0,0.9807692,0.0,0.0,0.0,0.0,0.01923077,2441
-11.536777,-13.3405075,-5.8811803,-4.8201017,-3.7929144,-5.2392216,-7.2383156,-8.30574,-12.385673,-13.058568,0.0,0.0,0.0,0.0754717,0.8679245,0.056603774,0.0,0.0,0.0,0.0,2442
-12.001938,-15.530903,-1.6776047,-11.268573,-10.055806,-10.1605625,-9.44334,-11.461958,-12.496728,-13.889376,0.0,0.0,0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.0,2443
-13.814346,-16.589203,-11.217644,-3.426939,-13.102242,-6.7698154,-11.427954,-11.780064,-14.835457,-15.782749,0.0,0.0,0.01923077,0.9807692,0.0,0.0,0.0,0.0,0.0,0.0,2444
-14.829514,-14.323788,-9.005096,-9.392879,-12.74194,-9.907091,-1.0146952,-12.170449,-13.890469,-15.650982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2445
-13.240315,-8.824721,-16.175724,-14.015328,-16.617802,-14.8548565,-15.188474,-15.414298,-11.110572,-3.5828543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2446
-9.404284,-13.453491,-3.379465,-8.312363,-10.27585,-7.6006765,-7.892799,-9.683496,-10.393969,-13.259136,0.0,0.0,0.019607844,0.0,0.0,0.0,0.9607843,0.0,0.019607844,0.0,2447
-12.529722,-17.726126,-1.5710106,-10.67693,-12.53024,-11.1630945,-11.137938,-11.611146,-15.1219015,-17.934994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448
-12.750489,-14.778466,-7.67465,-11.866457,-1.8374653,-7.8034434,-9.135629,-8.81077,-13.578687,-12.357237,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0,0.0,2449
-13.751724,-1.9136467,-14.526889,-12.448638,-13.240007,-11.799742,-14.611062,-12.720519,-13.456815,-9.096906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450
-9.587261,-8.95333,-10.631984,-10.079802,-12.524132,-9.999662,-12.170497,-11.4589815,-3.5593681,-9.902971,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98039216,0.0,2451
-14.883408,-17.371323,-3.1812906,-11.550935,-13.104158,-12.834789,-10.708657,-12.851187,-14.620544,-17.072971,0.0,0.0,0.98,0.0,0.02,0.0,0.0,0.0,0.0,0.0,2452
-14.810909,-13.785862,-8.73073,-2.079115,-11.540854,-6.3223686,-8.413183,-11.026324,-14.443426,-13.297571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2453
-11.930535,-2.947751,-13.4948,-13.169151,-14.808047,-12.280871,-11.684732,-14.531466,-13.137985,-10.900055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454
-12.153944,-14.872107,-4.7797804,-6.7701135,-8.147868,-7.426337,-4.1207504,-9.378166,-11.400754,-13.269565,0.0,0.0,0.06122449,0.1632653,0.0,0.0,0.7755102,0.0,0.0,0.0,2455
-9.687355,-12.023485,-13.289124,-12.981004,-15.714081,-13.856504,-13.92799,-14.58499,-2.1094656,-10.666929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2456
-17.367508,-14.458987,-9.952862,-9.9637575,-12.780684,-10.83858,-2.0119553,-12.6053505,-14.227123,-15.180305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2457
-8.95764,-10.831139,-9.20295,-9.762363,-13.566709,-9.424242,-10.434675,-13.85714,-2.156478,-9.173639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2458
-12.7373495,-16.465143,-5.531126,-6.0655355,-11.465857,-2.071951,-10.970239,-10.83916,-13.543367,-15.40678,0.0,0.0,0.0,0.019607844,0.0,0.98039216,0.0,0.0,0.0,0.0,2459
-10.5029545,-6.526208,-11.719512,-10.404436,-12.235696,-9.88824,-13.524741,-12.062877,-11.032056,-1.4365396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2460
-4.7841816,-13.606944,-6.4018297,-9.036962,-11.400546,-9.091337,-8.626749,-10.048321,-8.526321,-12.612301,0.96153843,0.0,0.01923077,0.0,0.0,0.0,0.0,0.0,0.01923077,0.0,2461
-16.504684,-5.0038366,-15.544161,-16.206871,-17.217915,-15.219913,-17.509502,-15.481123,-16.694958,-11.94718,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2462
-4.6246014,-8.808671,-8.069954,-9.095415,-10.765507,-7.7705965,-9.26227,-8.517343,-6.9915643,-8.800293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2463
-10.251314,-13.856405,-5.227283,-10.569514,-8.835626,-9.094656,-9.045165,-9.105757,-12.77231,-14.684523,0.019607844,0.0,0.78431374,0.019607844,0.019607844,0.0,0.15686275,0.0,0.0,0.0,2464
-9.63476,-6.2316136,-13.177841,-11.250941,-14.19322,-12.091046,-15.042111,-13.221756,-8.352592,-0.28217125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2465
-10.589217,-16.309353,-3.3587685,-12.574443,-13.453769,-11.977544,-11.849436,-12.102784,-12.384959,-14.710993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2466
-9.327882,-6.580849,-13.096344,-12.132709,-15.189737,-12.590071,-13.265484,-13.314533,-7.4722114,-1.5301399,0.0,0.018867925,0.0,0.0,0.0,0.0,0.0,0.0,0.03773585,0.9433962,2467
0.24098015,-13.204054,-10.053431,-13.748673,-15.974136,-13.055401,-14.973529,-15.004214,-9.38874,-12.487926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2468
-9.727572,-6.8406134,-11.125124,-10.198551,-14.902094,-10.924481,-12.870476,-14.146969,-8.842561,-2.6299448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2469
-12.562608,-13.007487,-8.636208,-9.204673,-9.140578,-8.296629,-12.343769,-1.4772463,-12.591843,-13.531966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2470
-8.67103,-12.117068,-9.46424,-9.060278,-11.170271,-9.021658,-12.265369,-9.815413,-5.317055,-11.206019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2471
-12.976811,-14.406352,-8.874125,-7.048885,-10.020259,-3.2088375,-9.230675,-9.185572,-12.989727,-14.1822815,0.0,0.0,0.019607844,0.0,0.0,0.98039216,0.0,0.0,0.0,0.0,2472
-5.185895,-8.440949,-8.757385,-10.198638,-13.421268,-9.187397,-9.918982,-10.373705,-4.552945,-9.019572,0.92156863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05882353,0.019607844,2473
-13.175354,-14.2607,-5.122207,-9.060217,-11.874746,-8.775802,-0.48367023,-10.686844,-12.166153,-14.296925,0.0,0.0,0.0,0.0,0.0,0.0,0.98039216,0.0,0.019607844,0.0,2474
-16.234495,-14.825284,-8.946477,-10.838806,-13.195206,-10.56234,-0.75179195,-11.737236,-15.308813,-15.659361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2475
-9.881149,-11.266466,-13.077194,-12.105682,-14.878028,-13.440832,-14.831397,-14.258954,-1.0475578,-10.47705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2476
-9.646032,-3.0857487,-10.693588,-10.940433,-11.76943,-9.638424,-11.363687,-11.194934,-10.514321,-4.7282343,0.0,0.96153843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03846154,2477
-14.008247,-13.500365,-8.439037,-6.140346,-8.893507,-6.342568,-3.4659758,-9.509611,-12.5774555,-13.761308,0.0,0.0,0.0,0.036363635,0.0,0.0,0.96363634,0.0,0.0,0.0,2478
-13.862373,-15.2282915,-9.030167,-8.5421295,-11.560816,-3.431284,-11.617195,-10.102594,-14.12428,-14.268505,0.0,0.0,0.039215688,0.0,0.0,0.9411765,0.0,0.019607844,0.0,0.0,2479
-9.057996,-10.5256195,-10.703524,-10.751747,-13.84846,-11.2880745,-11.249001,-12.416561,-2.4202337,-11.186592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2480
-12.663901,-13.627902,-8.580151,-8.499626,-7.630218,-4.4221096,-11.342128,-2.0469122,-13.636178,-12.939789,0.0,0.0,0.0,0.0,0.039215688,0.0,0.0,0.9607843,0.0,0.0,2481
-13.876036,-7.081175,-12.797199,-14.138851,-14.219739,-13.223626,-11.821991,-13.797946,-12.532349,-5.951209,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2482
-9.386488,-13.488768,-3.0987873,-7.726134,-7.6545916,-6.2272687,-7.102738,-7.2580533,-9.271702,-12.677153,0.0,0.0,0.9166667,0.016666668,0.05,0.0,0.0,0.016666668,0.0,0.0,2483
-10.062555,-1.8448868,-12.802902,-11.219486,-12.299916,-10.847866,-12.857013,-12.924742,-10.456913,-8.584114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2484
-15.31279,-14.6491995,-9.272174,-9.3964405,-11.12355,-10.114595,-5.3517227,-11.355717,-14.219921,-13.700823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2485
-12.123284,-13.446871,-7.0268774,-8.417389,-8.516571,-6.107509,-10.646051,0.18003559,-13.311688,-12.444473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2486
-14.281609,-14.570248,-9.684477,-8.373575,-11.188411,-3.765583,-11.252049,-11.452563,-14.743332,-13.821339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2487
-11.985879,-13.68237,-5.7891426,-7.10588,-7.4092445,-7.0061245,-1.4967308,-9.483457,-12.627154,-12.652446,0.0,0.0,0.04,0.0,0.06,0.02,0.88,0.0,0.0,0.0,2488
-11.713707,-13.634258,-6.7848,-1.1446133,-9.983112,-5.99241,-7.9243174,-9.19759,-11.280819,-12.91206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2489
-1.556777,-11.035692,-8.86702,-10.940007,-14.611185,-11.488411,-13.446147,-13.61283,-8.642302,-11.691049,0.94,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,2490
